Epoch,TrainLoss,MeanObjective,BestObjective,FitnessStd,Stddev,LR,TimeSec,Optimizer
66,-15.963781297206879,-15.963781297206879,-16.305347442626953,0.1580384915771204,0.05,0.001,2.499880075454712,adamw
67,-16.03527271747589,-16.03527271747589,-16.216903686523438,0.1088628503565688,0.05,0.001,2.4979119300842285,adamw
68,-16.29652762413025,-16.29652762413025,-16.557199478149414,0.15403639498134128,0.05,0.001,3.0595991611480713,adamw
69,-16.0246462225914,-16.0246462225914,-16.181425094604492,0.08068212840470394,0.05,0.001,2.502729654312134,adamw
70,-16.00720477104187,-16.00720477104187,-16.219533920288086,0.14735439606217618,0.05,0.001,2.591676712036133,adamw
71,-16.022723019123077,-16.022723019123077,-16.261913299560547,0.16271219155426592,0.05,0.001,2.7517776489257812,adamw
72,-16.15876144170761,-16.15876144170761,-16.43887710571289,0.17229757504291898,0.05,0.001,2.841261386871338,adamw
73,-16.03407120704651,-16.03407120704651,-16.33374786376953,0.15027484871754415,0.05,0.001,2.8445475101470947,adamw
74,-16.100329756736755,-16.100329756736755,-16.263776779174805,0.08992788638743283,0.05,0.001,2.5180001258850098,adamw
75,-16.092347979545593,-16.092347979545593,-16.327417373657227,0.16060632806435615,0.05,0.001,2.548862934112549,adamw
76,-16.1513951420784,-16.1513951420784,-16.367286682128906,0.12265029141129928,0.05,0.001,2.5156185626983643,adamw
77,-16.117798805236816,-16.117798805236816,-16.323976516723633,0.10876971121339188,0.05,0.001,3.0959606170654297,adamw
78,-16.0119286775589,-16.0119286775589,-16.227767944335938,0.12543642985342185,0.05,0.001,2.5234158039093018,adamw
79,-16.25600576400757,-16.25600576400757,-16.39003562927246,0.08589526330834854,0.05,0.001,2.489981174468994,adamw
80,-16.13077664375305,-16.13077664375305,-16.374040603637695,0.09099580480813725,0.05,0.001,2.527087688446045,adamw
81,-16.231399655342102,-16.231399655342102,-16.360801696777344,0.07569202867851083,0.05,0.001,2.8005166053771973,adamw
82,-16.125935554504395,-16.125935554504395,-16.43264389038086,0.1627300417813184,0.05,0.001,2.9156408309936523,adamw
83,-16.00161224603653,-16.00161224603653,-16.319246292114258,0.13477324074432828,0.05,0.001,2.505542516708374,adamw
84,-16.07264244556427,-16.07264244556427,-16.283573150634766,0.11878256838556063,0.05,0.001,2.550794839859009,adamw
85,-16.10771358013153,-16.10771358013153,-16.352447509765625,0.14997103529899444,0.05,0.001,2.5149502754211426,adamw
86,-16.181145310401917,-16.181145310401917,-16.34084701538086,0.10051654730069529,0.05,0.001,3.097093105316162,adamw
87,-16.146947741508484,-16.146947741508484,-16.446821212768555,0.12960797062549292,0.05,0.001,2.478062629699707,adamw
88,-16.29239273071289,-16.29239273071289,-16.579200744628906,0.1454201585998391,0.05,0.001,2.5077924728393555,adamw
89,-16.13801383972168,-16.13801383972168,-16.29375457763672,0.08755536015313621,0.05,0.001,2.504823684692383,adamw
90,-16.176337718963623,-16.176337718963623,-16.338773727416992,0.12064447047974833,0.05,0.001,2.612969398498535,adamw
91,-16.287283062934875,-16.287283062934875,-16.458221435546875,0.09072804176406205,0.05,0.001,3.0498995780944824,adamw
92,-16.17422926425934,-16.17422926425934,-16.361392974853516,0.12355359392676002,0.05,0.001,2.5067851543426514,adamw
93,-16.205773949623108,-16.205773949623108,-16.364877700805664,0.07984645291407803,0.05,0.001,2.5189363956451416,adamw
94,-16.12423437833786,-16.12423437833786,-16.304553985595703,0.09549044027831327,0.05,0.001,2.5588154792785645,adamw
95,-16.197036862373352,-16.197036862373352,-16.414939880371094,0.1218154150041137,0.05,0.001,2.9190008640289307,adamw
96,-16.363784432411194,-16.363784432411194,-16.61176109313965,0.14115656644549154,0.05,0.001,2.6388051509857178,adamw
97,-16.218952655792236,-16.218952655792236,-16.33481216430664,0.07215713285084245,0.05,0.001,2.512134075164795,adamw
98,-16.377628326416016,-16.377628326416016,-16.683151245117188,0.11705117330852621,0.05,0.001,2.5254695415496826,adamw
99,-16.46540606021881,-16.46540606021881,-16.66916275024414,0.13655972233035643,0.05,0.001,2.5047802925109863,adamw
100,-16.27219045162201,-16.27219045162201,-16.526744842529297,0.10796528781210356,0.05,0.001,3.103364944458008,adamw
101,-16.16774833202362,-16.16774833202362,-16.338411331176758,0.09609476175230612,0.05,0.001,2.5139882564544678,adamw
102,-16.237000584602356,-16.237000584602356,-16.48068618774414,0.09870494956949777,0.05,0.001,2.510889768600464,adamw
103,-16.304746866226196,-16.304746866226196,-16.684219360351562,0.1354822420180738,0.05,0.001,2.4806790351867676,adamw
104,-16.203770399093628,-16.203770399093628,-16.451831817626953,0.13009771141955745,0.05,0.001,2.748905897140503,adamw
105,-16.323874831199646,-16.323874831199646,-16.490571975708008,0.07948840217511993,0.05,0.001,2.855131149291992,adamw
106,-16.24502921104431,-16.24502921104431,-16.418731689453125,0.10438825011826129,0.05,0.001,2.5252575874328613,adamw
107,-16.17621636390686,-16.17621636390686,-16.35475730895996,0.12952514835846876,0.05,0.001,2.4802746772766113,adamw
108,-16.245989561080933,-16.245989561080933,-16.421600341796875,0.08783562563665949,0.05,0.001,2.5307867527008057,adamw
109,-16.171160221099854,-16.171160221099854,-16.34689712524414,0.11250174943668516,0.05,0.001,3.059277057647705,adamw
110,-16.24543797969818,-16.24543797969818,-16.554805755615234,0.13383729374806685,0.05,0.001,2.5218875408172607,adamw
111,-16.36324393749237,-16.36324393749237,-16.502185821533203,0.10158147772349128,0.05,0.001,2.481353759765625,adamw
112,-16.311102986335754,-16.311102986335754,-16.507579803466797,0.11634285062544707,0.05,0.001,2.500091791152954,adamw
113,-16.182718217372894,-16.182718217372894,-16.439306259155273,0.12236229009204391,0.05,0.001,2.5869925022125244,adamw
114,-16.29375946521759,-16.29375946521759,-16.50973129272461,0.11773357840461107,0.05,0.001,2.969611167907715,adamw
115,-16.236754179000854,-16.236754179000854,-16.435401916503906,0.12366261241673827,0.05,0.001,2.478299140930176,adamw
116,-16.28565287590027,-16.28565287590027,-16.55377960205078,0.12210476270697516,0.05,0.001,2.509080410003662,adamw
117,-16.45491921901703,-16.45491921901703,-16.629009246826172,0.1079063629796375,0.05,0.001,2.490344524383545,adamw
118,-16.254704535007477,-16.254704535007477,-16.459712982177734,0.11017475477102591,0.05,0.001,2.8778789043426514,adamw
119,-16.53077256679535,-16.53077256679535,-16.78485107421875,0.1367497160400213,0.05,0.001,2.75718092918396,adamw
120,-16.265040397644043,-16.265040397644043,-16.49883270263672,0.11316362452857998,0.05,0.001,2.497332811355591,adamw
121,-16.35747754573822,-16.35747754573822,-16.562530517578125,0.11244750943947668,0.05,0.001,2.4963090419769287,adamw
122,-16.279388070106506,-16.279388070106506,-16.479373931884766,0.11665969831939642,0.05,0.001,2.4940176010131836,adamw
123,-16.32928991317749,-16.32928991317749,-16.481464385986328,0.08098608382987979,0.05,0.001,3.0716471672058105,adamw
124,-16.419401049613953,-16.419401049613953,-16.64261245727539,0.11288824411187097,0.05,0.001,2.491208791732788,adamw
125,-16.22300684452057,-16.22300684452057,-16.356172561645508,0.11341292650144186,0.05,0.001,2.4976329803466797,adamw
126,-16.345983266830444,-16.345983266830444,-16.62778663635254,0.12630709100172524,0.05,0.001,2.4932332038879395,adamw
127,-16.34934401512146,-16.34934401512146,-16.463233947753906,0.09670409307162865,0.05,0.001,2.698493719100952,adamw
128,-16.140732407569885,-16.140732407569885,-16.337562561035156,0.12366776965860486,0.05,0.001,2.8531429767608643,adamw
129,-16.138599574565887,-16.138599574565887,-16.353200912475586,0.11849128784542987,0.05,0.001,2.483722448348999,adamw
130,-16.36939513683319,-16.36939513683319,-16.54775619506836,0.107156784084418,0.05,0.001,2.49639892578125,adamw
131,-16.43281590938568,-16.43281590938568,-16.564807891845703,0.06348122589145468,0.05,0.001,2.529740810394287,adamw
132,-16.408145546913147,-16.408145546913147,-16.59157943725586,0.09837433966757783,0.05,0.001,3.1088645458221436,adamw
133,-16.337959051132202,-16.337959051132202,-16.492965698242188,0.08347613763979687,0.05,0.001,2.5065999031066895,adamw
134,-16.460245847702026,-16.460245847702026,-16.62833023071289,0.12578811770910456,0.05,0.001,2.5051522254943848,adamw
135,-16.20279085636139,-16.20279085636139,-16.351377487182617,0.11271651542895766,0.05,0.001,2.4995436668395996,adamw
136,-16.416160821914673,-16.416160821914673,-16.58645248413086,0.11598908895744131,0.05,0.001,2.5791234970092773,adamw
137,-16.375743746757507,-16.375743746757507,-16.567398071289062,0.11511551958881229,0.05,0.001,3.0033884048461914,adamw
138,-16.293697357177734,-16.293697357177734,-16.43500328063965,0.07906328279287068,0.05,0.001,2.5516674518585205,adamw
139,-16.45272719860077,-16.45272719860077,-16.659557342529297,0.14275047280426567,0.05,0.001,2.539391279220581,adamw
140,-16.35215997695923,-16.35215997695923,-16.616962432861328,0.12374414846860174,0.05,0.001,2.5247154235839844,adamw
141,-16.481141567230225,-16.481141567230225,-16.62464141845703,0.11304817436271995,0.05,0.001,2.947805881500244,adamw
142,-16.503291606903076,-16.503291606903076,-16.6560001373291,0.08410280815967569,0.05,0.001,2.6939432621002197,adamw
143,-16.438889741897583,-16.438889741897583,-16.58866310119629,0.06313463049936749,0.05,0.001,2.47418475151062,adamw
144,-16.546918034553528,-16.546918034553528,-16.729278564453125,0.10294233647935994,0.05,0.001,2.556485891342163,adamw
145,-16.438834071159363,-16.438834071159363,-16.59976577758789,0.08477977532575434,0.05,0.001,2.503826856613159,adamw
146,-16.308467149734497,-16.308467149734497,-16.486963272094727,0.09782656471148468,0.05,0.001,3.1116411685943604,adamw
147,-16.336288809776306,-16.336288809776306,-16.502185821533203,0.08913697912247863,0.05,0.001,2.5239953994750977,adamw
148,-16.538238644599915,-16.538238644599915,-16.75506019592285,0.08969445710289776,0.05,0.001,2.496986150741577,adamw
149,-16.35259521007538,-16.35259521007538,-16.63503074645996,0.11823906360236289,0.05,0.001,2.51081919670105,adamw
150,-16.444956183433533,-16.444956183433533,-16.68067741394043,0.11553245243328114,0.05,0.001,2.7593977451324463,adamw
151,-16.329644441604614,-16.329644441604614,-16.510223388671875,0.10059165288206526,0.05,0.001,2.8551676273345947,adamw
152,-16.476072669029236,-16.476072669029236,-16.66925048828125,0.10099785667044728,0.05,0.001,2.49230694770813,adamw
153,-16.48387587070465,-16.48387587070465,-16.682174682617188,0.13500267475242334,0.05,0.001,2.5203490257263184,adamw
154,-16.451732277870178,-16.451732277870178,-16.625762939453125,0.10987722059077903,0.05,0.001,2.552070140838623,adamw
155,-16.430243492126465,-16.430243492126465,-16.596302032470703,0.08547831644740435,0.05,0.001,3.0887551307678223,adamw
156,-16.39052438735962,-16.39052438735962,-16.615245819091797,0.16174394030781142,0.05,0.001,2.5399296283721924,adamw
157,-16.544902205467224,-16.544902205467224,-16.74681854248047,0.12033983353384027,0.05,0.001,2.52386474609375,adamw
158,-16.59914457798004,-16.59914457798004,-16.72769546508789,0.10097751127500854,0.05,0.001,2.616708755493164,adamw
159,-16.36063015460968,-16.36063015460968,-16.535160064697266,0.10023035655128586,0.05,0.001,2.7052102088928223,adamw
160,-16.362825989723206,-16.362825989723206,-16.53850555419922,0.09606311287214547,0.05,0.001,2.92773699760437,adamw
161,-16.537498593330383,-16.537498593330383,-16.752843856811523,0.09224241122581683,0.05,0.001,2.4938032627105713,adamw
162,-16.3764328956604,-16.3764328956604,-16.562532424926758,0.09469511130285817,0.05,0.001,2.62266206741333,adamw
163,-16.385690808296204,-16.385690808296204,-16.506458282470703,0.07519092422934931,0.05,0.001,2.577331781387329,adamw
164,-16.498802185058594,-16.498802185058594,-16.692251205444336,0.12038626896830876,0.05,0.001,3.0881521701812744,adamw
165,-16.538387537002563,-16.538387537002563,-16.65130615234375,0.06231839383811579,0.05,0.001,2.5407679080963135,adamw
166,-16.32471203804016,-16.32471203804016,-16.53504753112793,0.09798300942029439,0.05,0.001,2.476390838623047,adamw
167,-16.483259916305542,-16.483259916305542,-16.62312889099121,0.09960869787568308,0.05,0.001,2.4990952014923096,adamw
168,-16.389820337295532,-16.389820337295532,-16.578113555908203,0.09530921522630062,0.05,0.001,2.574012041091919,adamw
169,-16.58140242099762,-16.58140242099762,-16.752660751342773,0.07534956341404016,0.05,0.001,2.9698805809020996,adamw
170,-16.561259627342224,-16.561259627342224,-16.772171020507812,0.12015360953182705,0.05,0.001,2.478986978530884,adamw
171,-16.527820110321045,-16.527820110321045,-16.734371185302734,0.11751190457719224,0.05,0.001,2.4915709495544434,adamw
172,-16.491472959518433,-16.491472959518433,-16.650028228759766,0.09212700910314306,0.05,0.001,2.4829578399658203,adamw
173,-16.386693596839905,-16.386693596839905,-16.61315155029297,0.09461232685571296,0.05,0.001,2.9013726711273193,adamw
174,-16.648781776428223,-16.648781776428223,-16.858434677124023,0.11178367084004298,0.05,0.001,2.6405537128448486,adamw
175,-16.66492462158203,-16.66492462158203,-16.89020538330078,0.0845213136897092,0.05,0.001,2.5445828437805176,adamw
176,-16.514361262321472,-16.514361262321472,-16.75839614868164,0.13959539121596343,0.05,0.001,2.4836881160736084,adamw
177,-16.535773158073425,-16.535773158073425,-16.659656524658203,0.08837523174322302,0.05,0.001,2.530471086502075,adamw
178,-16.641640305519104,-16.641640305519104,-16.886444091796875,0.10464470765033006,0.05,0.001,3.05839204788208,adamw
179,-16.508283972740173,-16.508283972740173,-16.611186981201172,0.10398653523152261,0.05,0.001,2.471825122833252,adamw
180,-16.588871598243713,-16.588871598243713,-16.740062713623047,0.08309527526492647,0.05,0.001,2.480372428894043,adamw
181,-16.477089166641235,-16.477089166641235,-16.61762046813965,0.08221372305715091,0.05,0.0001,2.5170857906341553,adamw
182,-16.644794464111328,-16.644794464111328,-16.818723678588867,0.09501940130246274,0.05,0.0001,2.7408695220947266,adamw
183,-16.65398931503296,-16.65398931503296,-16.876510620117188,0.13024115238485848,0.05,0.0001,2.854701280593872,adamw
184,-16.385132789611816,-16.385132789611816,-16.560739517211914,0.12558911810026932,0.05,0.0001,2.4793548583984375,adamw
185,-16.467056155204773,-16.467056155204773,-16.585304260253906,0.07334304558494216,0.05,0.0001,2.5238962173461914,adamw
186,-16.46808397769928,-16.46808397769928,-16.65851402282715,0.10108907128472557,0.05,0.0001,2.4861159324645996,adamw
187,-16.47002935409546,-16.47002935409546,-16.639604568481445,0.07735169816290803,0.05,0.0001,3.055507183074951,adamw
188,-16.460193157196045,-16.460193157196045,-16.645339965820312,0.08181139037521394,0.05,0.0001,2.513394832611084,adamw
189,-16.697917938232422,-16.697917938232422,-16.860877990722656,0.10960900480098472,0.05,0.0001,2.468648910522461,adamw
190,-16.48708689212799,-16.48708689212799,-16.59593391418457,0.07017120684826202,0.05,0.0001,2.4858920574188232,adamw
191,-16.468486666679382,-16.468486666679382,-16.581661224365234,0.07756204752641983,0.05,0.0001,2.4568469524383545,adamw
192,-16.547473788261414,-16.547473788261414,-16.812671661376953,0.1496928378031192,0.05,0.0001,3.0582568645477295,adamw
193,-16.56277871131897,-16.56277871131897,-16.732791900634766,0.08794633913258718,0.05,0.0001,2.4761970043182373,adamw
194,-16.683656096458435,-16.683656096458435,-16.819290161132812,0.10543311312058988,0.05,0.0001,2.51826810836792,adamw
195,-16.75476574897766,-16.75476574897766,-16.927370071411133,0.11485839281393122,0.05,0.0001,2.4525508880615234,adamw
196,-16.505815625190735,-16.505815625190735,-16.638935089111328,0.10424515193192904,0.05,0.0001,2.7525289058685303,adamw
197,-16.496437907218933,-16.496437907218933,-16.646385192871094,0.08563459649346074,0.05,0.0001,2.815315008163452,adamw
198,-16.42689847946167,-16.42689847946167,-16.59598159790039,0.1000997314298439,0.05,0.0001,2.520228862762451,adamw
199,-16.487969994544983,-16.487969994544983,-16.669408798217773,0.11750032630932146,0.05,0.0001,2.467264413833618,adamw
200,-16.562406301498413,-16.562406301498413,-16.797473907470703,0.10685344484725472,0.05,0.0001,2.5010986328125,adamw
